"","recid","ASVAB_gs","ASVAB_ar","ASVAB_wk","ASVAB_pc","ASVAB_no","ASVAB_cs","ASVAB_asi","ASVAB_mk","ASVAB_mc","ASVAB_ei","RSE1_1980","RSE2_1980","RES3_1980","RES4_1980","RES5_1980","RES6_1980","RES7_1980","RES8_1980","RES9_1980","RES10_1980","ROSENBERG_SCORE_1980","ROTTER_1A_1979","ROTTER_1B_1979","ROTTER_2A_1979","ROTTER_2B_1979","ROTTER_3A_1979","ROTTER_3B_1979","ROTTER_4A_1979","ROTTER_4B_1979","ROTTER_SCORE_1979","med","nsib","race","male","nuclear","urban","moth_age_birth","income","cross_sction","sex","fed","yob","ageASVAB","ageRES","ageROTTER","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"1214",3469,56,62,59,62,59,65,49,66,52,46,1,1,4,2,4,1,1,3,2,3,25,1,1,1,1,1,1,1,2,6,12,0,3,0,1,1,44,36.000431060791,1,2,10,1964,17,16,15,11,12,13,14,15,16,16,17,17,0,0,0,0,3
"1215",3471,42,36,44,41,47,44,51,44,48,46,2,2,4,2,3,2,2,3,3,3,21,1,2,2,1,1,1,2,2,9,12,3,3,1,1,1,21,48.2360610961914,1,1,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1216",3473,36,43,51,47,57,50,55,44,46,37,1,2,4,2,4,1,1,4,3,4,27,2,1,1,2,2,1,2,2,12,12,3,3,1,1,1,22,101.109825134277,1,1,10,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1217",3474,42,36,43,35,56,46,42,41,44,44,1,1,4,1,4,1,1,3,4,4,29,1,2,1,1,1,2,2,2,7,12,3,3,1,1,1,22,101.109825134277,1,1,10,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1218",3476,52,36,47,50,49,47,40,48,42,46,2,2,3,2,4,2,1,2,2,2,19,1,1,2,2,2,2,1,2,10,14,2,3,0,1,1,24,8.76584815979004,1,2,12,1963,18,17,16,10,10,10,10,11,11,11,12,12,12,12,0,0,3
"1219",3477,54,45,61,53,46,37,51,49,46,44,1,2,3,2,3,3,3,1,1,1,13,2,2,1,2,1,1,1,1,10,12,2,3,0,0,1,20,22.4379196166992,1,2,13,1961,20,19,18,11,12,12,12,12,12,12,12,12,13,13,13,0,3
"1220",3479,46,49,46,35,47,44,55,46,42,56,2,1,3,1,4,2,1,2,4,4,25,1,1,2,2,1,2,2,1,7,12,2,3,1,1,1,28,96.5872955322266,1,1,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1221",3485,60,64,60,56,62,59,51,66,48,53,1,2,3,1,4,2,2,3,3,3,23,1,2,1,1,1,1,2,1,5,13,5,3,0,0,1,19,69.7859497070312,1,2,16,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,17,0,0,3
"1222",3489,52,43,57,41,59,42,48,51,44,60,2,2,3,2,3,2,2,3,3,3,20,1,1,1,1,1,1,2,1,4,12,0,3,1,1,1,33,55.4419097900391,1,1,12,1962,19,18,17,10,11,12,12,12,12,12,13,13,13,13,13,0,3
"1223",3491,36,45,41,44,52,53,49,41,50,44,1,2,4,2,4,2,2,3,2,3,22,2,2,1,1,1,2,1,1,10,11,2,3,0,1,0,21,66.3551635742188,1,2,10,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1224",3492,52,50,52,56,44,47,58,51,53,65,1,1,4,1,3,2,2,2,3,3,23,2,1,2,2,1,1,1,1,12,12,6,3,1,0,0,43,12.2439765930176,1,1,8,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"1225",3497,62,61,57,56,48,44,55,63,52,58,1,1,4,2,4,2,2,3,1,4,23,1,1,2,1,1,1,2,1,7,11,4,3,1,1,0,24,73.4570770263672,1,1,8,1964,17,16,15,11,12,13,13,13,13,14,14,14,0,0,0,0,3
"1226",3506,52,55,60,59,53,49,62,57,57,56,2,2,4,1,3,2,2,3,4,4,24,1,2,1,2,1,1,2,1,6,14,3,3,0,1,1,20,98.2619857788086,1,2,12,1961,20,19,18,12,12,13,14,15,15,16,16,16,16,16,16,0,3
"1227",3507,62,54,57,56,56,47,60,55,65,65,1,1,4,1,4,1,2,3,3,3,26,1,1,1,2,1,2,2,2,7,14,3,3,1,1,1,21,112.939582824707,1,1,12,1962,19,18,17,11,12,13,13,13,13,13,13,13,13,13,0,0,3
"1228",3508,36,35,47,35,53,47,40,44,33,34,2,2,3,2,3,2,2,3,3,3,20,2,2,2,2,1,2,1,2,11,12,0,3,0,1,1,23,67.2447357177734,1,2,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1229",3511,46,53,60,56,62,54,44,58,53,46,1,1,4,2,4,2,2,3,4,4,26,1,1,1,1,1,1,2,2,5,8,0,3,0,1,1,20,56.2574501037598,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1230",3512,34,38,38,47,52,48,46,37,44,39,1,2,3,1,2,1,1,3,4,4,25,2,2,1,2,1,1,2,1,7,10,2,3,0,1,1,20,53.1715850830078,1,2,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1231",3513,46,39,50,41,53,32,67,40,61,65,1,1,4,1,4,1,2,4,3,4,28,1,1,2,1,1,2,2,1,8,9,2,3,1,1,1,30,62.3888740539551,1,1,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1232",3514,58,51,59,56,55,60,44,52,40,44,1,1,4,1,4,2,2,3,2,3,24,1,1,2,2,2,2,2,2,9,12,3,3,0,1,1,27,125.545997619629,1,2,11,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1233",3516,38,46,42,50,51,42,44,35,42,49,2,2,4,2,4,2,2,4,4,4,25,1,2,1,1,1,2,2,2,7,12,3,3,1,1,1,20,59.7519416809082,1,1,12,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1234",3520,34,36,51,53,43,47,44,40,44,37,2,2,3,2,3,2,2,3,3,3,20,1,2,1,1,1,1,2,1,5,12,6,3,1,1,1,30,68.991325378418,1,1,12,1961,20,19,18,9,10,11,12,13,14,15,16,16,16,16,16,16,3
"1235",3521,44,46,48,47,44,49,44,48,44,37,2,2,3,2,3,2,2,2,2,3,18,1,1,1,2,1,1,2,1,5,12,6,3,1,1,1,32,68.991325378418,1,1,12,1963,18,17,16,10,11,12,13,13,14,14,15,15,15,15,0,0,3
"1236",3522,40,39,37,26,40,28,31,40,29,37,2,2,3,2,2,2,2,2,2,3,17,2,2,2,2,1,2,2,2,10,11,1,3,0,1,1,29,51.134449005127,1,2,12,1963,18,17,16,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"1237",3523,56,46,54,53,54,47,49,52,46,46,1,1,4,2,3,1,2,4,3,4,26,1,2,1,1,2,2,1,2,9,12,6,3,0,1,0,17,37.9634819030762,1,2,9,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1238",3524,48,39,48,50,43,63,39,38,40,42,2,2,4,2,3,2,2,3,2,3,20,2,2,1,2,1,2,1,2,10,11,1,3,0,1,1,24,26.3975524902344,1,2,12,1961,20,19,18,12,12,12,12,12,12,12,12,13,13,13,13,0,3
"1239",3528,52,50,54,38,44,45,60,57,57,51,2,2,4,2,4,2,2,4,4,4,25,1,2,1,1,1,2,2,1,6,12,6,3,1,1,1,28,110.793174743652,1,1,10,1961,20,19,18,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"1240",3529,54,51,48,47,47,49,55,51,63,56,2,2,3,2,3,2,1,2,3,2,19,2,2,2,2,1,2,2,2,10,12,6,3,1,1,1,30,110.793174743652,1,1,10,1963,18,17,16,10,11,12,13,14,15,15,16,16,16,0,0,0,3
"1241",3530,62,64,59,62,55,56,58,65,61,63,1,1,3,2,3,2,3,2,3,3,20,1,2,1,2,1,1,1,1,9,14,2,3,1,1,1,33,89.7516784667969,1,1,16,1961,20,19,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1242",3536,54,46,56,50,62,52,49,60,53,56,1,2,4,2,3,2,2,2,3,3,21,1,2,1,2,2,2,1,2,10,16,3,2,0,1,1,28,111.517730712891,1,2,17,1962,19,18,17,10,11,12,13,14,15,16,17,17,17,17,17,0,3
"1243",3543,36,46,38,35,47,48,31,44,37,37,1,2,4,2,4,1,1,3,2,2,23,2,2,1,2,1,1,2,2,8,11,4,1,0,1,1,36,38.5677032470703,1,2,7,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1244",3545,46,39,50,50,51,50,40,44,42,51,1,1,4,1,3,1,2,3,4,4,27,1,2,1,2,1,1,2,2,7,12,4,1,0,0,1,20,52.1764678955078,1,2,11,1963,18,17,16,11,12,13,14,14,14,14,14,14,14,0,0,0,3
"1245",3546,46,47,50,47,47,47,40,51,44,39,1,1,4,1,3,2,1,3,3,4,26,1,2,2,1,1,2,1,2,11,12,4,1,0,0,1,21,41.6651077270508,1,2,11,1964,17,16,15,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"1246",3548,40,39,38,38,52,35,40,44,46,37,1,1,4,2,4,1,1,3,4,4,28,2,2,2,1,2,1,2,1,12,12,4,1,0,1,1,23,50.5549125671387,1,2,10,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1247",3549,40,40,47,50,44,46,37,41,37,49,1,1,3,1,4,2,2,2,2,3,22,1,1,2,1,1,2,1,1,11,8,6,3,0,1,1,34,35.5907669067383,1,2,8,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1248",3551,58,62,60,59,62,65,42,65,50,51,1,1,4,1,4,1,1,3,4,4,29,1,2,1,1,1,1,2,1,5,10,6,3,0,1,1,25,51.8298530578613,1,2,9,1961,20,19,18,10,11,12,12,13,14,15,15,16,16,16,16,0,3
"1249",3552,46,54,56,53,61,59,46,62,46,49,1,1,4,1,4,1,1,4,4,3,29,1,1,1,2,1,1,2,2,6,10,6,3,0,1,1,28,66.8285369873047,1,2,9,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1250",3553,52,65,47,59,60,57,60,60,65,49,1,1,4,1,4,1,1,4,3,3,28,1,1,2,1,1,2,2,2,9,11,8,3,1,1,1,26,17.75830078125,1,1,9,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1251",3558,46,54,47,59,62,64,42,57,42,42,1,2,4,2,3,3,2,2,2,2,18,1,2,2,2,2,1,2,2,11,14,3,3,0,1,1,26,74.5336227416992,1,2,12,1963,18,17,16,10,11,12,13,13,13,13,13,13,13,13,0,0,3
